Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Aarya,1992,120,5.0,0,19,5
Dharma Chakram,1980,120,8.4,32,8,17
Veer,2010,169,4.5,7300,128,5
Tilottama,1978,120,5.0,0,19,2
Ekda Kaay Zhala,2020,120,5.0,0,8,10
Kalankini Nayika,1988,120,5.0,0,8,2
Vandae Maatharam,2010,128,5.5,59,1,16
Laiye Tod Nibhaiye,1966,120,5.0,0,8,13
Ee Ganam Marakkumo,1978,120,5.0,0,0,9
Notebook,2013,120,5.0,0,19,11
Shatru Gate,2018,138,5.9,131,58,11
Aval Yar,1959,120,5.0,0,0,16
Kappu Bilupu,1969,143,5.0,0,8,6
Shahi Lutera,1965,120,5.0,0,1,5
Mookajjiya Kanasugalu,2019,133,8.9,18,8,6
Naanum Rowdy Thaan,2015,139,7.3,3739,1519,16
Halkaa,2018,114,7.2,367,89,5
No Dorai,2019,150,7.2,353,8,2
48 Hours with Zublee and Her Band,2016,12,5.0,0,721,1
Asuravamsam,1997,120,6.0,22,1,9
Kidnap,2020,120,5.0,0,24,6
Badshahi Angti,2014,109,6.6,977,21624,2
Seven,2019,117,5.2,383,24,17
Mr. Paanwala,2019,120,5.0,0,5,5
Shaque,1976,120,7.0,48,8,5
Guru Sukran,2015,113,5.0,0,8,16
Samsara Veena,1991,120,5.0,0,8,17
Vazhiyorakkazhchakal,1987,134,6.2,89,18,9
Smart Boys,2016,120,5.0,0,19,9
6 Hours,2020,120,5.0,0,24,9
Socha Na Tha,1989,120,5.0,0,19,5
Pyaasa Nasha,2005,120,5.0,0,24,5
The Camp,2010,120,6.0,11,28,5
Langto: The Film,2015,120,7.1,44,24,2
Charanti,2018,120,5.0,0,8,6
Neethana Avan,2010,120,5.0,0,8,16
Phir Wohi Awaaz,1998,135,5.0,0,16,5
Dushmon Khotom,2006,120,5.0,0,1,2
Minnal Veeran,1954,120,5.0,0,0,16
Dhamki,1945,120,5.0,0,0,5
The Real Dream Girl,2005,120,5.0,0,24,5
Kazhugu,1981,139,6.7,107,124,16
Amar Joshi Shahid Ho Gaya,2005,120,6.2,15,5,5
Kadhal Mannan,1998,135,7.1,663,819,16
Puttadi Bomma,1983,120,5.3,12,89,17
Luca,2019,151,7.4,1414,81619,9
Ghalib,1961,120,8.1,9,8,19
Chandni Bar,2001,150,7.6,2463,68,5
Jurm,1990,103,5.7,128,1619,5
Uuf Kya Jaadoo Mohabbat Hai...,2004,134,4.9,41,519,5
Kawmaram,2001,120,5.0,0,0,9
Jadui Bandhan,1941,120,5.0,0,1020,5
Lekhirahada,2014,3,5.0,0,21,11
Na Band Na Baraati,2018,134,4.9,102,5,19
Lal E Yaman,1956,120,5.0,0,8,5
Prathi Gnayiru 9.30 to 10.00,2006,135,5.0,0,8,16
Nain Abidi: Daughter of Pakistan - Women Cricket,2017,2,5.0,0,211,19
Bhasmasur Mohini,1932,120,5.0,0,0,5
Dharti Kahe Pukar Ke,2006,120,6.1,15,1,3
The Great Supremo,2002,124,5.0,0,1,5
Indian 2,0,120,5.0,0,1824,16
Chitchor,1976,105,7.5,608,819,5
Teri Meri Jodi,2019,146,6.8,24,8,13
Arrangement Kalyanam,2019,19,8.0,11,215,9
Shantilal O Projapoti Rohoshyo,2019,103,5.9,214,24,2
Bhagyalaxmi,1978,120,5.0,0,0,4
Double Cross,1972,120,4.9,24,124,5
Friends Book,2012,120,5.0,0,24,17
Vanaja,2006,111,7.1,486,8,17
Antony,2018,120,4.7,6,24,16
Omi O Ice Cream Wala,2015,91,5.0,0,9,2
Laagi Tohse Lagan,2015,155,5.0,0,8,3
Kadhalikka Vaanga,1972,120,5.0,0,0,16
Madatharuvi,1967,120,5.0,0,0,9
Chhattisgarh - A Numismatic History,2018,120,5.0,0,12,5
Ek Tha Hero,2018,121,4.0,5,89,5
Saral Biswas,1959,120,5.0,0,0,5
Koradhi Korradu,1994,120,5.0,0,19,17
Vattam,0,120,5.0,0,8,16
Awara Ladki,1967,120,5.0,0,19,5
The Bright Day,2013,90,6.0,125,8,5
Ye Kaisa Pal Do Pal Ka Pyar,2016,120,5.0,0,8,5
Tadapti Jawani,2005,105,5.0,0,24,5
Des Mera Jeedaraa Da,1971,120,5.0,0,0,13
Oggatonama,2016,100,9.0,4253,8,2
Boomerang,2018,76,5.0,0,8,2
Poolapallakki,1982,120,5.0,0,15,17
Vidhi Vilasa,1962,103,6.9,10,0,6
Jeeva,1988,132,6.0,24,18,16
Paattukku Naan Adimai,1990,120,3.9,7,0,16
Rajendra,2011,120,5.0,0,8,17
Salt Bridge,2017,100,8.9,72,8,5
Ranga Khush,1975,120,2.2,6,168,5
Pisasu,2014,114,7.5,1792,81316,16
Padithal Mattum Podhuma,1962,155,6.7,25,58,16
Gandhi Fer Aa Gea,2020,135,5.0,14,18,13
"Back then, when I started walking...",2019,14,5.0,0,218,9
Ale,2013,120,5.0,0,19,6
Sipayi Kooturu,1959,120,5.0,0,0,17
Sajjan,1941,120,5.0,0,0,5
Edadugula Bandham,1985,142,1.4,130,8,17
Thadangal Paalayam,1984,120,5.0,0,0,9
Mein Na Janoo,2019,120,6.6,5,8,19
Naanna Nenu Naa Boyfriends,2016,140,4.7,83,9,17
They Are Killing the Horse,1979,33,5.0,0,218,19
Pagdi,2016,120,4.0,20,1,14
Tejas,2021,120,5.0,0,8,5
Mastana Mahi,1971,120,5.0,0,15,13
Dhadkanein,2006,146,4.9,10,168,5
Last Call,2014,7,5.0,0,218,9
Whistle,2003,153,5.5,135,13,16
Goa 350 KM,2015,84,3.4,27,13,10
Wohti Da Sawal Aye,1982,120,5.0,0,0,13
Feluda,0,120,5.0,0,8,2
Kademane,2019,110,5.0,0,8,6
Magadu,1990,142,5.0,0,8,17
Pehla Adhyay,1981,130,8.0,7,8,5
Sainyam,2018,96,5.0,0,8,17
Kissa Maut Ka,1999,120,5.0,0,13,5
Boyhood,2019,120,5.0,0,21,9
Budhayaan,0,90,5.0,0,2820,16
Miss India: The Mystery,2003,120,3.6,58,16,5
Oru Kai Osai,1980,139,7.4,37,8,16
Kanoon,1960,150,7.9,402,8616,5
The Check Post,0,90,5.0,0,8,5
Magic Magic 3D,2003,105,5.0,0,8,9
Gaon Tasa Changala,2008,120,7.8,9,5,10
Pakado Pakado,2013,120,5.0,0,19,17
Dharan,2020,94,5.0,0,9,10
Mera Pehla Pyaar,2012,40,8.0,38,5819,19
Aadhar,1969,144,6.9,7,89,10
Ik Nikah aur Sahi,1983,120,5.0,0,0,13
Papa Maan Jaayenge,2018,40,7.0,11,5819,19
Mangalsutra,1981,121,6.5,48,1324,5
Hungama 2,0,120,5.0,0,5,5
Nirdoshi,1951,186,5.0,0,0,17
Manikbabur Megh,2021,91,5.0,0,810,2
Kabhi Kahin...,2008,120,5.0,0,16,5
Khun Ro Tiko,1993,120,5.0,0,1,14
Oru Kutty Chodyam (A Little Question),2012,24,6.4,16,2125,9
Shaayad,1979,120,5.3,14,8,5
Kokila,2006,120,5.0,0,5,17
Tyson,2016,137,5.1,29,18,6
Do Ustad,1982,120,4.6,7,1,5
Seizer,2019,140,6.9,8,11924,6
Kamla,1984,120,7.1,55,8,5
Nazneen,1951,120,5.0,0,8,5
Mohabbat Zindagi Hai,1995,120,5.0,0,19,5
Andaman,2016,125,5.0,0,8,16
Zid,1945,120,3.1,7,0,5
What?,2014,46,7.4,14,6,6
Pitruroon,2013,106,8.1,16,8916,10
Parchhaiyaan,2020,60,5.0,0,24,5
Jay Parajay,1983,120,5.0,0,8,2
Lungi,2019,115,8.6,9,8,6
Vaajlaach Paahije: Game Ki Shinema,2015,120,5.0,0,58,10
Mundina Badalaavane,2018,124,5.0,0,8,6
James Bond,1999,120,5.1,144,5,9
WWW-Who..Where..Why (Evaru Ekkada Enduku),0,120,5.0,0,24,17
Nana Mama,2006,134,6.1,29,5,10
Prema Ishq Kaadhal,2013,140,6.7,70,8,17
Vatan Parasta,1934,120,5.0,0,0,5
Katha Kao,1955,120,5.0,0,0,2
Dulhan,1943,120,5.0,0,0,5
Bambai Ka Babu,1996,120,5.0,190,124,5
Aahuthi,1988,120,6.8,8,0,17
Unnai Kan Theduthe,2009,118,5.0,0,19,16
Rupantar,1951,120,5.0,0,0,2
Bharya,1962,128,6.7,9,8,9
Toofani Toli,1937,120,5.0,0,0,5
Do Yaaron Ki Yaari,1984,120,5.0,0,1,5
Beladingala baale,1995,152,8.1,222,81019,6
Aanch,2003,160,6.2,98,8,5
Malli Pelli,1970,120,5.0,0,0,17
Manguni Pandiyargal,2019,114,5.0,0,8,16
Sampoorna Premayanam,1984,129,5.0,0,8,17
Abirbhab,1995,123,5.0,0,18,2
 Alif Laila,1997,120,5.0,0,210,19
Dil Hai Ki Manta Nahin,1991,154,7.3,4039,258,5
Taawdo the Sunlight,2017,98,9.5,77,8,14
Kantheredu Nodu,1961,135,8.2,12,0,6
Banaras,2006,122,6.2,313,158,5
S. P. Parasuram,1994,140,5.9,94,18,17
Adithan Kanavu,1948,120,5.0,0,0,16
Mondi Mogudu Penki Pellam,1992,120,7.1,14,5,17
Adisaya Manithan,1990,120,4.6,17,13,16
Tick Tock,0,122,5.0,0,8,9
Aadu Magaadra Bujji,2013,141,6.0,65,1519,17
Itlu Sravani Subramanyam,2001,134,6.5,177,819,17
Jai Balaji Mehndipur Wale,2010,120,5.0,0,8,5
Tolly Lights,2008,145,5.9,34,8,2
Film Nagar,1999,120,5.0,0,5,17
Tirupati Kanyakumari Yatra,1972,120,5.0,0,0,17
Husn Ka Bazaar,1991,120,5.0,0,8,5
Repati Swarajyam,1987,120,5.0,0,0,17
Aama,2020,112,8.9,75,8,11
Saranga,1961,130,7.0,14,1819,5
Chay NN,2016,120,5.0,0,5,19
Shontrash,1991,150,5.0,7,168,2
Chirayu,2014,120,5.0,0,8,6
Alibaba Aur 40 Chor,2004,120,4.5,29,128,5
"Rajadhi Raja, Raja Kulothunga, Raja Marthanda, Raja Gambeera, Karthavaraya Krishna, Kamarajan",1993,120,4.0,6,6,16
Heroes,2008,139,5.5,2011,125,5
Shanmugapriya,1974,120,5.0,0,8,16
Yateem,1945,120,5.0,0,0,5
Goriber shongshar,0,120,5.0,0,8919,2
Kaathadi,2018,119,6.3,42,8,16
Heera,1973,120,5.3,23,189,5
Oh My Kadavule Hindi Remake,2021,120,5.0,0,5,5
Toote Dil,1947,120,5.0,0,0,5
Tere Ghar Ke Samne,1984,120,6.2,5,0,19
ASHWAMEDHAM,2019,127,8.3,30,1,17
Samsaram O Sangeetam,1985,120,5.0,0,8,17
Badal,1951,146,6.7,34,119,5
Pyasi,2016,120,5.0,0,0,19
Dildara,2010,120,5.0,0,8,6
Sadhak Kamalakanta,1961,137,5.0,0,8,2
Niyaz Aur Namaaz,1977,120,5.3,6,8,5
Weeping Boy,2013,89,5.7,11,8,9
Ki Kore Toke Bolbo,2016,144,5.8,197,519,2
Rowdy Rajamma,1977,120,5.0,0,0,9
Bhakta Kabir,1944,120,5.0,0,158,17
Daniel Rapido,2013,80,5.0,0,1,14
Hua Savera,1948,120,5.0,0,8,5
Jabariya Jodi,2019,125,4.4,1261,158,5
Citizen,2001,172,7.1,2650,1816,16
Ramayani,1945,120,5.0,0,0,5
Shivani,2019,120,5.0,0,6,5
Desrudh - Ek Parampara,2005,142,5.0,0,8,10
Neeye En Kadhali,2011,120,5.0,0,8,16
Arakkillam,1967,120,5.0,0,0,9
The Jungle Book,2016,106,7.4,261312,289,4
Rendella Tharuvatha,2005,120,5.0,0,8,17
Vijay Yesudas: Pakalaay,2019,5,5.0,0,2114,9
Mahajan,1953,120,5.0,0,0,10
Parasakthi,1952,188,7.4,260,8,16
Aithe,2003,140,8.0,1405,128,17
Ramarjuna,2021,134,8.5,83,1,6
Wedding Anniversary,2017,108,4.9,80,8,5
Champakali,2000,120,4.0,5,1,5
Niseedhini,2004,120,5.0,0,13,9
Khel Toh Ab Shuru Hoga,2016,130,5.2,10,124,5
Magroor,1950,120,5.0,0,0,5
Soorat Aur Seerat,1962,120,7.2,14,89,5
Anari,1969,120,5.0,0,819,19
Igillena Maluwo,2011,125,6.1,169,8,16
Suspended Inspector Boro,2018,100,7.9,27,1624,1
Thaniye,2007,112,5.0,0,8,9
Veyyil,2006,136,7.7,687,8,16
Kartha,2021,155,9.4,17,8,6
Shyam Sundar Shreenath,0,120,5.0,0,0,5
Gaon Ki Gori,1945,120,6.9,9,8,19
Dostigiri,2018,139,7.1,9,8,10
Samay Bada Balwan,1969,120,5.0,0,8,5
Back to Dad,2017,120,7.7,7,8,5
Azhagana En Charupriya,2017,120,5.0,0,8,16
Rashtraveer Shivaji,1962,120,5.0,0,128,5
Parveen Bobby,2007,120,5.0,0,8,5
Hum Dono,1961,164,7.5,392,81519,5
Eiga Kureyon Shinchan: Gachinko! Gyakushuu no Robotôchan,2014,97,7.0,219,325,5
Janeman,0,120,5.0,0,8,9
Muthina Kathirika,2016,131,5.4,77,58,16
Guru En Aalu,2009,143,4.3,47,8,16
Maut Se Mukabala,1990,120,5.0,0,1,5
Nayanchampar Dinratri,2016,120,5.0,0,8,2
Viral 2019,0,120,5.0,0,5,9
Bagunnaraa,2000,140,5.0,0,8,17
Chandaal Chowkadi,1978,120,5.0,0,0,10
Rekka,2016,141,4.9,711,1,16
Radha Krishna,2020,120,5.0,0,21,9
Aap Ke Deewane,1980,120,5.8,204,19,5
Mullassery Madhavan Kutty Nemom P. O.,2012,120,4.2,5,8,9
Mrityudaata,1997,158,2.5,371,1815,5
Pathe Jete Jete,1988,135,5.0,0,819,2
Baghi,1956,120,8.2,6,11219,19
Malini 22,2013,131,5.1,90,824,17
Prem Amar,2009,140,6.8,542,19,2
Ajana Path,1994,147,5.0,0,1819,2
Air Mail,1946,120,5.0,0,1,5
Naqaab,2018,160,5.6,356,51324,2
Meri Hukumat,2003,120,5.0,0,1,5
Motorcycle Girl,2018,121,7.2,280,4,12
Dhee rani,1969,120,2.2,19,0,13
Pehli Nazar Ka Pyaar,2008,140,4.4,7,19,5
Gwalan,1946,120,5.0,0,0,5
Adimadhyantham,2011,104,5.0,0,0,9
Password,2020,86,8.0,18,24,16
Kuttymama,2019,134,4.7,106,589,9
Bikram Baral: Barai Kayari Bachaulaa,2018,120,5.0,0,2114,11
Shabeena's Quest,2012,25,5.0,0,721,19
99 Songs,2019,128,8.8,753,1519,17
Dancer,2005,99,5.0,0,8,16
Yasmin,2004,87,6.9,742,8,13
Chathurangal: Rectangular Frames,2017,25,5.0,0,2168,9
Eureka,2020,122,6.6,64,1,17
Thollaikatchi,0,120,5.0,0,5,16
Achanak,1988,120,5.0,0,24,5
Badle Ki Aag,1973,120,5.0,0,1,5
Ashiswad,1986,120,5.0,0,0,2
Society,1973,120,5.0,0,0,19
Aatank Raj,1999,118,5.0,0,1,5
The Darjeeling Limited,2007,91,7.2,183367,258,13
Kanchanjangha,2019,100,8.4,113,1,1
Adv. Lakshmanan Ladies Only,2010,121,2.4,24,58,9
Choron Ka Chor,1970,120,5.0,0,0,5
Annadammula Anubandham,1975,120,7.0,6,1,17
Tan Aggan,1999,124,5.0,0,824,5
Inttelligent,2018,130,3.0,256,18,17
Wrong Mauritius,2004,76,5.0,0,9,5
Ee Yugam,1983,120,5.0,0,0,9
Ka Kha Ga Gha,2018,136,8.0,61,5,2
Bullet,1985,120,5.6,11,19,17
The Thief of Baghdad,1969,120,6.0,8,128,5
Mangaldip,1989,120,6.2,9,8,2
Yehi Hai Zindagi,1977,133,6.4,114,58,5
Shree Ganesh,1962,139,7.5,6,2810,5
Prema Jhindabad,1990,120,5.0,0,19,17
Engal Kula Daivi,1959,120,5.0,0,0,16
Naya Sansar,1941,158,5.0,0,8,5
Crossroad,2017,168,5.0,34,8,9
Howrah Bridge,1958,153,7.0,195,1524,5
Dhamaka,1980,120,5.0,0,124,5
S.H.E,2015,120,5.0,0,589,19
Khooni Jaljala,2000,120,5.0,0,13,5
Har Har Mahadev,2002,120,5.0,0,8,5
Shola: Fire of Love,2004,111,5.0,0,168,5
Maryam Pereira,2018,120,8.0,7,819,19
Duniya Ek Sarai,1946,120,5.0,0,0,5
Soda Goli Soda,2018,143,5.0,0,8,17
Gully Boy,2019,154,8.0,32807,81419,5
Chandni Chowk to China,2009,154,4.1,7969,15,5
Gully Gang,2020,98,8.4,46,5,17
Aarani Mantalu,1980,120,5.6,10,981,17
Parvati Kalyanam,1945,120,5.0,0,0,16
Villain,2012,120,5.0,0,8,6
Daana Paani,2018,105,7.9,516,9,13
Abhijaan,1962,150,8.0,1052,8,2
Memories ft. Nucleya & Papon,2016,120,5.0,0,2114,1
Ganesha Meendum Santhipom,2019,120,3.0,10,8,16
Killikurushiyile Kudumba Mela,1997,120,4.9,7,9,9
Deuta Raja,2011,86,5.0,0,8,1
Chena Achena,1983,113,7.3,9,19,2
Haatim Tai,1990,125,5.8,304,81019,5
Ami Je Ke Tomar,2017,136,4.8,145,19,2
Shair,1949,138,7.1,21,19,5
Kanathaya Penkutty,1985,105,7.0,94,616,9
Mian Biwi Razi,1982,120,5.0,0,5,19
Like a Play,2014,121,5.0,0,8,2
Birjoo,1993,120,5.0,0,1,5
Sriramudinta Srikrishnudanta,2017,129,7.2,33,819,17
Love in A Taxi,2020,120,5.0,0,6,5
Nilaave Vaa,1998,139,5.8,141,1819,16
NRI: Now Return to India,2013,120,5.0,0,19,17
Love In Anjengo,0,62,5.0,0,8,16
Sharavegada Saradara,1989,120,5.0,0,0,6
Anand,1971,122,8.3,31300,815,5
Star Wars: Episode I - The Phantom Menace,1999,136,6.5,740452,1210,15
Shanti Enathu Shanti,1991,120,4.7,6,0,16
Naarappa,2021,120,5.0,0,18,17
Maha Samudram,2021,120,5.0,0,8,17
Nanma,2007,120,5.0,0,0,9
Parai Aag,1948,120,5.0,0,0,5
Pakka Commercial,2021,120,5.0,0,56,17
Dhakaiya Mastan,2002,120,6.5,10,1,2
Shab,2017,108,4.3,218,819,5
Gemini Ganesan,0,122,5.0,0,5,16
Society Girl,1976,98,3.2,31,8,19
Ittehad Ramzan,2018,120,5.0,0,23,19
Shwethaa,2017,105,5.0,0,8,6
Ek Raat Shaitan Ke Saath,2004,120,2.4,12,13,5
Anumanaspadam,2007,120,6.5,28,24,17
O Manasa,2018,120,5.0,0,0,17
Avidathepole Ivideyum,1985,127,7.3,68,89,9
Ormayundo Ee Mukham,2014,120,5.6,271,819,9
Yaagagni,1987,120,5.0,0,0,9
Paapi,1943,120,5.0,0,0,5
Chore,1956,120,5.0,0,0,2
Mazaa. A.A.,2005,120,5.0,0,24,5
Bandhuaeen,0,120,5.0,0,24,5
Kalavu,2012,126,5.0,0,589,5
The Man Who Would Be King,1975,129,7.8,45655,21225,12
Chaitrada Chandrama,2008,120,5.0,0,8,6
Aandal,2005,120,5.0,0,8,16
Ek Hota Valya,2016,120,5.0,0,8,10
Jab Se Dekha Hai Tumhay,1962,120,5.0,0,15,19
Olipporu,2013,109,3.1,40,810,9
 Mann Mayal,2016,120,8.1,36,819,19
Masanada Hoovu (Flower of a Graveyard),2020,108,5.0,0,8,6
 Dirilis: Ertugrul,2014,120,8.6,157,128,19
Pichodi Pelli,1975,146,5.0,0,8,17
Saphalam,2003,120,4.8,8,8,9
Ogo Bodhu Sundari,1981,120,7.2,133,5,2
Uthaman,1976,120,5.2,6,15,16
Amman Kovil Vaasalile,1996,150,5.0,0,8,16
Jwlwi - The Seed,2019,90,7.8,21,8,1
Oppol,1980,143,7.3,35,8,9
Addamlo Deyyam,2016,120,5.0,0,24,17
Ninagai Nanu,1975,120,5.0,0,0,16
Kadhantharam,2016,120,5.0,5,8,9
Chakradhari,1954,120,5.0,0,810,5
Rojulu Marayi,1955,211,6.6,18,8,17
Ghajini,2008,186,7.3,57023,1816,5
Protiruddho,2016,120,5.0,0,1,2
Tulsidas,1954,120,6.6,14,81219,15
Panduga,1998,120,5.0,10,9,17
Vatsalya,1965,120,7.8,13,0,6
Charminar,2013,147,6.9,51,19,6
Kaavalan,2011,155,6.7,4794,1819,16
Shankhanaad,2018,107,5.0,0,1,6
John Jani Janardhan,1984,120,6.4,39,158,5
Moham,1974,120,5.0,0,0,9
Baazi,1951,143,7.3,321,6815,5
Teesri Kasam,1966,159,7.9,725,5819,12
Goko Mako,2019,96,4.4,12,258,16
Shrikrishna Rukmini,1949,120,5.0,0,0,4
Aulad Ki Kasam,1997,120,2.8,26,0,19
Bharthavudyogam,2001,120,3.2,25,58,9
Shukher Swargo,1996,120,5.0,0,8,2
Daari Tappida Maga,1975,138,7.6,100,68,6
Devdas,1955,159,7.9,1705,81519,5
Sindhooram,1997,144,7.4,215,1819,17
Duranta Charai,1969,120,5.0,0,8,2
The Adventures of Sinbad,2013,110,5.0,0,3,5
Ayalaan,0,120,5.0,0,520,6
Jhoola,1962,147,5.8,10,89,5
Pattanathil Sundaran,2003,147,4.7,163,58,9
Bhayam,2019,114,5.0,0,1324,9
Tamasha,2015,139,7.3,24064,5819,5
Dhriksakshi,1973,120,5.0,0,0,9
Shaheed,1948,164,7.2,74,819,5
Aasra,2019,95,5.0,0,8919,5
Mahananda,1987,130,7.6,21,19,5
Digest Writer,2014,120,8.3,16,8,19
Devar,1966,156,7.2,81,6819,12
Morning Raga,2004,110,6.8,295,814,5
Tapana,2004,120,7.6,5,19,17
Bai Chale Sasariye,1988,151,6.3,55,8,14
Nirwana,2014,55,7.6,8,8,2
Maassab (The Teacher),2021,116,9.9,104,8,5
Amar Kahani,1949,120,5.0,0,19,5
Surya Sakshi,1981,120,7.2,5,8,2
Prem,1995,167,4.0,215,1819,5
Bhalobasar Anek Naam,2006,120,6.8,20,81519,2
Mukku,2020,25,5.0,0,216,9
Guerrilla,2011,140,8.2,2588,81225,2
Chimmanbhai Ni Chaal,2017,137,5.0,0,8,4
A Mighty Heart,2007,108,6.6,26885,4812,12
Bloody Psycho,2017,115,5.0,0,24,5
Judge Mujrim,1997,137,4.0,66,18,5
Adam Joan,2017,160,6.5,1415,1924,9
Tishnagi Dil Ki,2017,40,5.0,0,8919,19
Pooja Ke Phool,1964,161,7.0,42,1589,5
Shareek,2015,137,7.3,455,89,13
Rasaleela,2001,120,5.0,0,0,9
Saradamba,1987,120,5.0,0,0,17
Eeshwar,1989,147,7.3,448,8159,5
Mohabbat Key Sodagar,1992,120,5.0,0,19,19
Ungli,2014,114,5.7,3627,6824,5
Dharti,1943,120,5.0,0,8,5
Hocus Focus,0,85,5.0,0,24,5
Gayak,1987,120,6.2,10,14,2
Ustad Pedro,1971,120,5.0,0,1,5
Azhaipithazh,2008,135,5.0,0,8,16
City Girl' S Hostel,2002,120,5.0,0,8,5
Jhankar,1989,120,7.1,8,8,2
Sesher Kabita,1953,120,5.0,0,8,2
7th Lux Style Awards,2008,120,5.0,0,14,19
Daal Me Kala,1964,128,6.0,21,58,14
Mitti Aur Sona,1989,163,4.9,34,18,5
Dhamachakari,2010,120,5.0,0,8,4
Chintoo,2012,90,6.5,23,9,10
Not Reachable,2021,120,5.0,0,0,5
The Outsider's Band: Maili,2016,5,5.0,0,211415,11
Meri Dhoti Tera Ghagra,2001,120,5.0,0,5,5
Kaun Kitney Pani Mein,1987,120,6.4,33,124,5
Devi Durga Shakti,2001,120,5.6,14,10,5
Serndhu Polama,2015,115,4.6,18,15,16
Pakistan's Hidden Shame,2014,47,7.6,107,7,12
Chaya Chobi,2013,120,8.5,34,19,2
Gaal Gulabi Nain Sharabi,1974,120,5.0,0,19,5
Vishwa Roopam,1980,120,4.4,17,18,16
Sabar Upare Maa,1997,146,5.0,0,8,2
Petral Than Pillayya,1966,120,6.9,16,0,16
Subramaniapuram,2008,145,8.0,1507,1824,16
Gangster,2006,123,7.1,5540,168,5
Sathya,2017,127,6.4,349,1624,16
Vyuha,2019,122,5.0,0,24,6
Unakkum Enakkum,1972,120,5.0,0,0,16
Billi,1949,120,5.0,0,1,5
Rehana,1946,120,5.0,0,0,19
Triyacharitra,1994,120,7.4,72,8,5
Razia Sultana,1961,120,6.5,16,19,5
Keka,2008,120,5.1,9,19,17
Loree,1972,120,5.0,0,8,5
Arvind Desai Ki Ajeeb Dastaan,1978,118,7.1,135,8,5
Punjab Bolda,2013,120,4.9,16,0,13
Ek Phool Char Kante,1960,136,6.8,45,5819,5
Amal,2017,87,5.0,0,6810,5
Pardesi Balam,1945,120,5.0,0,0,5
Free Hit Danka,2021,120,5.0,0,19,10
Saathiya,2002,138,6.8,6670,8919,5
Yakke Wali,1957,120,5.0,0,0,13
Raja Shiv Chhatrapati,1974,120,5.0,0,1,10
Amar Sangee,2008,128,4.9,8,19,2
Achoo Sheedi,2008,101,5.0,0,6,13
Veta,1986,148,6.8,122,1224,17
Bathil Solval Bathrakali,1986,120,5.0,0,0,16
Ameer Aadmi Gharib Aadmi,1985,120,5.4,19,8,5
In the Name of Love!,2020,52,5.0,0,7617,9
Bindiya Aur Bandook Part II,2003,139,5.0,0,1,5
Minister Mahalakshmi,1981,131,5.0,0,8,17
Khoon Da Badla Khoon,1973,120,5.0,0,0,13
Maha Shankarudu,2020,120,5.0,0,8,17
Jhoothi Shaan,1991,139,4.9,18,18,5
Ko Ko,2012,147,5.5,32,5819,6
Mein Hoon Pyassi Suhagan,2001,120,5.0,0,168,5
Kachi Umar Mein,1998,89,5.0,0,24,5
Paramapatham,2020,110,5.0,0,10,16
Veera Abhimanyu,1965,120,5.0,0,0,16
Jail Yatra,1981,120,6.6,39,119,5
The Legend King Lalityadiya,0,120,5.0,0,12,5
Nagarahavu,2016,142,5.6,75,10,6
WWW,0,120,5.0,0,8,17
Kal Nu,2020,120,5.0,0,14,13
Oruthee,0,120,5.0,0,8,9
Badmashon Ka Badmash,1979,120,5.0,0,1,5
Grihapravesh,1954,120,5.8,5,8,2
Avvaiyyar,1953,174,7.2,43,812,16
Anbu Thollai,2003,143,5.0,0,8,16
Zinda,2006,116,4.9,3274,1816,5
Mutharamkunnu P.O.,1985,136,7.0,159,5819,9
 Alif Laila,1997,120,5.0,0,210,19
Ring Master,2014,155,4.6,402,819,9
Hrudayagala Vishaya,2009,131,5.0,0,8,6
Mane Mane Kathe,1981,106,8.4,5,0,6
Qurbaani,0,120,5.0,0,24,9
The Orange Anarkali,2018,120,5.0,0,218,19
Mahakavi Girish Chandra,1956,120,5.0,0,8,2
Aaj Ka Gang Leader,1993,120,5.8,28,1,5
Karumpuli,2013,109,5.0,0,8,16
Supermen of Malegaon,2008,66,8.0,641,7,12
Periya Thambi,1997,150,5.0,0,8,16
Ilaiyavan,2000,120,3.0,6,15,16
Kanchhi,2018,120,5.0,0,19,11
Ishqiya,2010,118,7.3,10006,5819,5
Namumkin,1988,120,6.6,41,816,5
Mahanisa,1956,98,5.0,0,8,2
Putra Vadhu,1982,120,5.0,0,8,4
Umang,1989,120,5.0,0,1924,5
Deuta Diya Bidai,2006,120,5.0,0,8,1
Pagla Ghonta,1999,120,7.3,10,158,2
Made in India,0,120,5.0,0,81424,17
Baghini Konna,1996,120,5.0,0,1,2
Murasu,0,122,5.0,0,8,16
Dakshayagnam,1962,157,8.3,28,815,17
Jivan Sathi,2016,136,5.0,0,8,4
Chandaneer,1989,130,6.2,6,8,2
Saamy Kodutha Varam,2000,120,5.0,0,15,16
Nala Damayanthi,2003,138,7.1,552,5,16
Sataracha Salman,0,120,5.0,0,9,10
Fashionable Wife,1959,120,5.4,5,89,5
Manmadha Saranghal,1991,120,5.0,0,0,9
Nayika Sangbad,2013,125,5.6,21,819,2
Jagde Rehna,1972,120,5.0,0,6,13
Mela,1980,123,7.6,47,8,9
Angel John,2009,130,2.7,316,5810,9
Zor: Never Underestimate the Force,1998,157,4.3,266,1824,5
Premagnee,1989,120,5.0,0,0,6
Chattam,2011,120,5.0,0,8,17
Zindagi,2016,97,5.0,0,8,17
