Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Saugandh,1991,153,5.8,907,1819,5
Hero Nanalla,2011,120,5.0,0,8,6
Ishtadanam,1997,120,4.6,12,519,9
Moksha,2013,100,5.0,0,13,17
Raj Mata Jijau,2011,120,6.8,5,12,10
Lal Kunwar,1952,120,5.0,0,89,5
Mujhe Chand Chahiye,2000,120,6.7,64,5819,12
Edakallu Guddada Mele,2018,122,5.0,0,8,6
Free Entry,2006,120,5.1,52,819,5
Krishnaveni Panjaalai,2012,110,6.3,11,8,16
Zanjeer,1998,120,6.4,13,1,5
English Medium,1999,120,6.3,57,58,9
Mome Ki Gudiya,1972,118,5.9,11,6819,5
Jindaa,2017,126,5.0,0,8,6
Nirakudam,1977,120,5.5,11,0,9
Do Ustad,1959,139,7.1,69,168,12
Debipaksha,2004,160,7.2,10,8,2
Ke Tumi,2008,128,5.0,0,18,2
Kalam Badhil Sollum,1980,120,5.0,0,8,16
Man Pasand Mehbooba,2005,120,5.0,0,24,5
Dracula in Pakistan,2003,13,5.0,0,721,19
Shakti,1982,166,7.7,1932,168,5
Bhakta Pralhad,1948,120,5.0,0,0,4
Thambikku Indha Ooru,2010,143,2.1,44,0,16
Mamla Porincha,1988,120,7.4,7,5,10
Elsamma Enna Aankutty,2010,120,6.2,314,58,9
Mangalfera,1949,139,5.0,0,0,4
Appuge,0,120,5.0,0,8,6
Suriya 40,2021,120,5.0,0,18,16
Gundaraj,1995,140,4.2,341,1,5
Gandugali Madakari Nayaka,0,120,5.0,0,12,6
Bailampudi,2019,115,6.8,46,18,17
Krishna Aur Kans,2012,117,6.5,185,312,17
Asha Jaoar Majhe,2014,84,8.0,965,8,2
Shohrat the Trap,2018,67,5.6,101,24,5
War Chhod Na Yaar,2013,119,5.4,923,525,5
Chirikkudukka,2002,120,3.3,18,5819,9
Watan,1960,120,5.0,0,0,19
Bhagat Singh Di Udeek,2018,96,6.1,17,8,13
Bhool Bhulaiyaa,2007,159,7.3,22205,51316,5
A Rainy Day,2014,89,5.0,10,8916,8
Kumkumapoovu,2011,120,7.5,6,8,9
Mainakam,1984,144,5.0,0,18,9
Jwalantham,2016,145,6.3,22,24,6
Chalta Purza,1977,150,6.0,36,124,5
Andar Bahar,2013,159,6.5,29,1,6
Dhooramarigey,1980,120,5.0,0,0,9
Jawab,1955,120,6.0,5,568,3
Mark Vasthunnadu,2011,120,5.0,0,0,17
Ugly,2013,128,8.0,20418,6816,5
Hutututu: Aavi Ramat Ni Rutu,2016,139,7.2,41,58,4
Ajeyo,2014,116,8.4,8,8,1
Mr. Marumakan,2012,110,3.2,243,5,9
Garjanai,1981,120,5.1,19,0,16
Murdaa Ghar,1999,120,5.0,0,13,5
Sasti Dulhan Mahenga Dulha,1986,148,5.3,12,8,5
Tapasi,1965,120,5.0,0,8,2
Village of the Vampire,2020,152,4.6,693,131624,6
Ponnu Mappilai,1969,120,5.0,0,0,16
Lahore Junction,2010,120,5.0,0,8,19
Maharasan,1993,144,6.2,98,58,16
Kaanchli Life in a Slough,2020,101,7.2,78,8,5
Bhuloka Rambha,1940,120,5.0,0,0,16
Shahenshah,1953,123,4.6,9,1,5
Doraemon The Movie: Nobita's Great Battle of the Mermaid King,2010,99,6.5,349,325,5
Leader,1964,176,7.3,188,51924,5
Major,2021,120,5.0,0,148,17
Pheray,1949,120,8.2,5,15,13
Breath,2017,10,5.0,0,218,9
Sajani,1940,120,5.0,0,0,5
Simhasanam 2021,2021,158,6.0,6,1,17
Khana Bajana,2007,120,5.0,0,18,19
 Coke Studio,2008,120,9.1,7,14,19
Nanjundi Kalyana,1989,153,7.6,24,89,6
Strings of Passion,2014,100,6.5,31,8,5
Yagam,2010,120,4.2,35,1,17
Mulga (Marathi Movie)2010,2010,120,5.0,0,9,10
Sherni,1988,120,5.0,0,1,19
Perum Pugazhum,1976,137,5.0,0,0,16
Meri Chunouti,2001,120,5.0,0,1,5
Mappilai,1989,141,6.9,255,15,16
Kikori,2016,100,7.7,14,6,16
Drone,2017,91,5.4,5975,24,19
Biporjoy,2017,120,4.4,8,18,2
Khaibar Mail,1960,120,5.0,0,0,19
Sega,2011,106,5.6,38,1,17
Harthal,1998,141,5.0,0,0,9
Vishwamitra,1952,120,5.0,0,8,2
Sadrishavakyam 24:29,2017,128,4.6,16,68,9
Sneha,2001,120,5.0,0,8,9
Meray Paas Tum Ho,2019,120,8.4,1733,8,19
Sati Savitri,1957,142,7.1,8,8,17
Ezhara Ponnana,1992,117,3.8,21,5819,9
London Dreams,2009,146,5.3,4184,814,5
Yeh Kaisi Pyaas,1999,120,5.0,0,24,5
Vijay: The Spiritual Legend,2017,120,5.0,0,4,5
Hadh: Life on the Edge of Death,2001,120,4.2,12,168,5
Champalakadu,1982,113,4.8,5,0,9
Miss Chaalbaaz,1972,120,5.0,0,1,5
Dil Dosti Duniyadari,2021,120,5.0,0,51924,17
Yaad,1942,120,5.0,0,0,5
Main Nalaiq AA,1978,120,5.0,0,0,13
Vayu,1994,59,5.0,0,0,5
"Satya, Savitri Ani Satyavaan",2012,120,5.9,11,16,10
Mehrban,1967,162,7.3,46,8,5
Mudivilla Punnagai,2019,120,5.0,0,19,16
Ustaad,1999,165,6.5,485,1824,9
Tashi's Turbine,2015,52,5.0,0,72,11
Saat Saheliyan,2002,120,5.0,0,5,5
In the Field,2019,120,5.0,0,21,9
Aa Aiduguru,2014,132,5.0,0,15,17
To Noora with Love,2014,120,5.2,24,819,9
Womanhood,2020,120,5.0,0,19,5
Faisla,2005,110,5.0,0,8,5
Deewaney Terey Pyaar Key,1997,120,6.2,20,0,19
Kilambitaangayaa Kilambitaangayaa,2018,120,5.0,0,5,16
Shreelancer,2017,93,7.2,92,8,5
Shahi Chor,1955,120,5.0,0,1,5
Arjun Pandit,1999,150,5.2,786,1619,5
Velipadinte Pusthakam,2017,157,4.7,1338,158,9
Pratibimb Eak Prem Katha,2014,120,5.0,0,8,10
Rupaban,1992,120,5.0,0,8,2
Chhoti Behan,1964,120,5.0,0,0,19
Jawani Na Zer,1982,120,5.0,0,8,4
Manikchand,1981,121,5.0,0,8,2
Jhanjar,1965,120,5.0,0,0,19
Do Pattar Annaran De,1972,120,5.0,0,15,13
Mohabbat Ki Aag,1984,120,5.0,0,0,5
Sansar Sangram,1995,161,4.2,11,8,2
Tarkieb,2000,156,5.1,228,1624,5
Fire of Teak Flame of Chinar,2020,120,5.0,0,8,2
Gulmohar,2008,120,6.8,80,8,9
Jiban,1986,120,5.0,0,8,2
Kabhi Ajnabi Thé,1985,120,5.1,13,1922,5
Salam E Mohabat,1971,120,5.0,0,15,19
Gangothri,1997,120,4.4,15,0,9
Sati Mahananda,1933,120,5.0,0,0,5
Ithu Thaanda Police,2016,124,3.1,151,5,9
What are the Odds?,2019,92,5.4,583,8,5
Jeevan Mukt,1977,113,5.0,0,8,5
Luka Chuppi,2019,126,6.3,8550,519,5
Kazhakam,1995,95,7.2,5,8,9
Aapan Yana Pahilat Ka,1992,120,5.0,0,19,10
Tamanna,1958,120,5.0,0,8,19
Kutty,2001,118,6.2,50,8,16
Mee Raqsam,2020,80,6.7,379,8,5
Ekaler Rupkotha,1965,120,5.0,0,8,2
Dillagi,1966,146,6.3,18,5819,5
Jonaki Mon,2008,75,5.0,0,81519,1
Baburao La Pakda,2012,127,4.5,8,5,10
Rifles,2002,120,5.0,0,81,17
Monsoon,2015,106,3.3,61,5819,5
Hungama in Dubai,2007,120,6.2,18,5,5
Atithi Kab Aoge Shhamshan,2020,135,5.0,0,5,5
Athang,2016,115,7.8,5,8,10
Loafers,2019,120,5.0,0,8,6
SOS: Secrets of Sex Chapter 3,2014,108,3.5,31,8,5
"Khoj, the Search",2010,120,5.6,782,1,2
Charsi,2020,32,5.0,0,218,19
Taur Mittran Di,2012,135,6.5,80,158,13
Visham,1981,120,5.0,0,0,9
Bhola Shankar,1951,120,5.0,0,0,5
Marudhar Express,2019,106,6.0,554,819,5
Badnaam,1990,120,5.0,0,8,5
Jiva Shiva,2019,123,5.0,0,1,10
Dastak,1996,141,4.7,291,819,5
Kaal Kg Preethi,2017,114,6.3,77,19,6
Dr. Bezbarua,1969,120,7.8,16,24,1
Rio to Goa,2015,120,5.0,0,3,5
Kaalicharan,2013,120,5.0,0,8,17
Unholy Matrimony,2007,32,5.0,0,7218,19
Samrajyam,2009,120,4.2,9,1616,17
Mookavismitha,2019,123,5.0,0,8,6
Jhanada Ooncha Rahe Hamara,1964,120,5.0,0,8,5
Prem Dewana,1993,120,5.7,6,19,2
Chal Mera Putt 2,2020,124,7.7,431,8,13
Meena,2012,120,7.6,18,8,5
Tauba Tera Jalwa,2021,120,5.0,0,1924,5
Suraj Aur Chanda,1973,131,5.7,10,110,5
Issacinte Kadhakal,2019,120,5.0,0,19,9
Uzhaikum Karangal,1976,165,7.0,20,15,16
Gouravam,2013,120,4.6,131,8,16
Janumada Gelathi,2008,120,5.0,0,8,6
Pettkammi,2018,120,5.0,0,5,18
Cowboy Kulla,1973,120,5.0,0,0,6
Usha Haran,1949,120,5.0,0,10,5
Dance of the Wind,1997,85,6.4,127,814,5
Aaina,1977,150,6.9,91,8,9
Padipoyaa Neemayalo,2017,120,7.0,6,0,17
Varudangal 20,2012,135,5.0,0,8,16
Sonchand,2018,120,5.0,0,8,5
Yaara O Dildaara,2011,150,5.6,52,589,13
Heroine,2015,120,5.0,0,8,17
Kal Parinaya,1936,120,5.0,0,0,2
Amar,2019,132,4.9,136,1819,6
Ashi Hoti Sant Sakhu,2013,135,5.0,0,12,10
Kaanatha Veshangal,1967,120,5.0,0,0,9
Arjun Dennis,1988,120,5.0,0,0,9
Enga Amma Rani,2017,120,6.2,34,1,16
Venalkkala Vasathy,1988,120,5.0,0,0,9
Chiranjeevi,1936,120,5.0,0,0,6
Chandrullo Unde Kundelu,2017,120,5.0,0,8,17
Short Cut,2017,120,5.0,0,218,19
Pen Singam,2010,120,2.6,7,0,16
Taqatwar,1988,120,5.0,0,1,13
Kala Suraj,1985,120,4.3,6,18,5
Zhalla Bobhata,2017,120,7.9,14,5,10
Avalukkenna Alagiyamugam,0,122,5.0,0,8,16
Tiger,2017,155,7.5,544,1824,6
Mohar,1959,120,5.0,0,89,5
Sati Savitri,1982,120,5.0,0,8,5
Naachiyaar,2018,100,6.8,816,1824,16
Thomashleeha,1975,144,5.0,0,0,9
Abhimanyu,1989,168,4.8,27,158,5
Antorshotta,2018,119,5.0,0,8,2
Hameer Hath,1964,120,5.0,0,0,5
Genocide 84,2020,120,5.0,0,8,5
Daamadji,2005,120,5.0,0,5,5
Atrupt,2016,104,5.0,0,24,5
Dil Nawaz,2017,40,9.0,67,13,12
Manithali,1984,120,5.0,0,0,9
Parampara,1990,120,5.4,46,824,9
Katibandh,2019,120,5.0,0,12,10
Saka: The Martyrs of Nankana Sahib,2016,130,7.4,9,812,13
Nafrat Ki Deewar,1992,120,5.0,0,1,5
Thoorpu Velle Railu,1979,120,7.3,10,0,17
Harasat,1980,120,5.0,0,0,13
RK/RKAY,2021,95,5.0,0,8,5
Bhagya Chakra,1980,100,6.3,9,8,2
Chhailla Babu,1977,146,6.7,73,1619,5
Punnagai,1971,130,7.4,29,8,16
Bambai Ki Billi,1960,120,5.0,0,24,5
Prabhu Ka Pyara,1936,149,5.0,0,0,5
Kottappurathe Koottukudumbam,1997,120,4.7,20,58,9
Anokhay Raqeeb,2014,70,8.5,32,5819,19
Andaru Herole,1998,120,5.0,0,5,17
Krazzy 4,2008,110,4.2,2006,568,5
Idam Porul Aavi,2017,110,6.3,9,13,16
Athmeeya,2008,120,5.0,0,8,6
Nirmaan,1987,120,5.0,0,8,5
Saboot Mangta Hain Kanoon,1994,144,3.7,7,18,5
Aata Baas,2018,120,5.0,0,8,10
Aawahan,2015,118,5.0,0,8,10
Haricharan: Lailakame,2016,4,5.0,0,2114,9
Kashmir Daily,2018,148,6.7,23,824,5
Dhoom Dadakka,2008,128,3.4,87,568,5
Beti,1982,120,5.0,0,8,5
Zubaan-e-Ishq,2014,120,5.0,0,1214,19
Kootu Puzhukkal,1987,120,5.0,0,8,16
Bye2,2020,48,7.9,24,819,5
Neeyillathe,0,104,5.0,0,819,9
Mathiyaal Vell,0,120,5.0,0,0,16
Qissa-E-Ulfat,2007,30,5.0,0,58,19
Kayalum Karayum,1979,120,5.0,0,0,9
2.0,2018,148,6.2,21458,120,5
Poriyaalan,2014,118,6.1,84,824,16
Sarovaram,1993,120,5.5,17,0,9
Bhiga Badan,2005,120,5.0,0,24,5
Eid in London with Danish,2014,120,5.0,0,23,19
Dhuwan,1994,120,9.4,985,1824,12
Matwala,1958,120,5.0,0,5,5
Ponnumani,1993,149,6.5,61,8,16
Kitna Badal Gaya Insaan,1957,120,6.2,5,89,5
Raj Dulari,1988,120,5.0,0,0,5
Devghar,1956,120,5.0,0,0,10
Master,1997,126,6.8,274,18,17
Sweet Home,2014,103,5.0,0,810,5
Champ of the Camp,2013,75,7.3,28,714,12
Exit K1,2012,15,5.0,0,218,19
Panche Baja,2018,120,7.4,5,8,11
Ucha Naa Pyar Da,1971,120,5.0,0,0,13
Mar Mitenge,1988,120,4.6,29,1,5
Hotath Dekha,2017,120,7.7,7,8,2
Kootu Kudumbam,1969,120,5.0,0,0,9
Judaai,1980,149,5.8,68,98,5
Paasa Paravaigal,1988,120,6.9,21,89,16
Paranormal (Based on facts),0,120,5.0,0,13,5
Bellbottom,2021,120,5.0,0,124,5
Mahwari,2017,134,5.0,0,9,5
Mera Kanoon Mera Insaaf,1995,120,5.0,0,1,5
Neeyo Njaano,1979,120,5.0,0,0,9
Rocky,2013,136,5.6,71,158,2
Hyderabad Blues 2,2004,120,6.1,229,85,17
Prema Janta,2019,128,5.0,0,19,17
Aamna Saamna,2013,62,5.0,0,3,5
Chandralekha,2014,138,6.5,46,5819,6
Enga Thambi,1993,138,7.2,6,119,16
Shankar Parvati,1979,120,5.0,0,21012,4
Basain,2005,90,8.8,24,8,11
One by Two,1993,126,6.2,21,5,17
Teri Meri Kahaani,2012,117,4.7,3853,5819,5
Langotia,1969,120,5.0,0,815,13
Preme Daivam,1957,120,5.0,0,8,17
Mamiyara Marumagala,1982,120,5.0,0,8,16
Zunz Tujhi Majhi,1992,120,6.7,6,168,10
Kattu Pookkal,1965,120,5.0,0,0,9
Bagawat: Ego Badla,0,130,5.0,0,8,3
"Excuse Me, Sir",1934,120,5.0,0,8,2
Junu Ko Jutta,2019,13,8.3,26,2189,11
Kudumbam Oru Swargam Bharya Oru Devatha,1984,120,5.0,0,0,9
Devatha,1982,180,7.7,58,819,17
Thipparaa Meesam (Telugu),2019,152,5.6,101,19,17
Zamana,1957,120,5.0,0,0,5
Yo Raat Behoshi Yo Bata Behoshi,2018,120,5.0,0,2114,11
Rupali Shaikate,1979,120,7.5,19,8,2
Urvi,2017,151,7.0,217,6824,6
Mohan,1947,120,8.7,9,16,5
Dwipantar,1936,120,5.0,0,0,2
Vishkanya,1991,120,4.3,35,1,5
G - Zombie,2021,116,7.7,1341,20,17
Apni Nagariya,1940,144,5.0,0,0,5
Inspector Bharya,1972,158,5.0,0,8,17
I Love Dubai,0,120,5.0,0,1524,5
Chuppan Chupai,2013,68,6.8,47,74,19
Woolenmary,0,120,5.0,0,8,11
Pravaasi Mandir,2002,120,5.0,0,8,5
Battle of Saraighat,2022,120,5.0,0,12,5
Aladdin Ka Beta,1960,120,5.0,0,9,19
Shree 5 Ambare,2014,138,4.3,6,68,11
Kaveri,1986,103,7.2,20,8,9
Rathinirvedam,2011,125,5.0,135,8,9
Asr E Aab,2015,15,5.0,0,218,19
Pellante Noorella Panta,1992,120,5.0,0,9,17
Win Marathon,2018,94,9.0,70,822,5
Night Muller,2015,120,5.0,0,215,9
Maa Tumi Ananya,2004,120,5.0,0,8,1
Taxi No. 24,2021,120,5.0,0,24,5
Nanda Gokula,1972,147,7.5,13,0,6
Idolle Ramayana,2016,111,6.9,125,8,6
Tagari,1985,120,5.0,0,8,2
Jothegara,2010,131,5.0,0,8,6
Shankar Hussain,1977,120,6.5,15,8,5
The Power,2021,153,5.3,1361,124,17
Tu Maro Dostar,2016,120,6.0,6,8,4
Daradiya A Balam,0,120,5.0,0,2,3
Kismat Ka Dhani,1946,120,5.0,0,0,5
Agni Keratalu,1988,120,5.0,0,8,17
Vaanmathi,1996,147,5.7,250,1,16
Enakku Innoru Per Irukku,2016,132,5.3,325,156,16
All that glitters and swims,1996,120,5.0,0,216,9
Roti,1950,120,5.0,0,8,5
Sheelabathi,2005,120,5.0,5,8,9
Apaharana,2008,120,5.0,0,8,6
Jagan Mohini,1951,137,5.3,6,813,16
Operation Java,2021,146,8.0,467,6824,9
Anugraham,1977,120,5.0,0,0,9
Munni,1975,120,7.0,5,3,5
Love States,2015,120,5.0,0,19,17
Buddhanum Chaplinum Chirikkunnu,2016,109,5.0,0,89,9
Akka Pettanam Chelleli Kapuram,1993,120,5.3,11,58,17
Kanavane Kan Kanda Daivam,1955,120,5.0,0,0,16
Ekati,1968,142,5.0,0,0,10
Soorpanagai,2020,120,5.0,0,8,16
Salem Vishnu,1990,130,5.0,0,1,16
Lingaa,2014,174,5.6,5018,158,5
Alibhabha,2008,106,5.0,0,8,16
Missing Persons Report,2012,120,5.0,0,13,5
Triveni,1970,139,6.6,13,0,9
Vahinisaheb,1987,120,5.0,0,0,10
Jolly Days,2009,133,7.9,51,8,6
Tango Charlie,2005,142,6.0,1745,128,5
Sarbojaya,1994,124,5.0,0,8,2
Ab Dilli Dur Nahin,1957,133,7.6,80,8,5
Horror Night,2017,115,3.5,11,13,5
Sandai,2008,157,5.7,9,1,16
Driven,0,120,5.0,0,1624,19
Bedhab,2019,120,5.6,35,16,5
Dracula 2012,2013,137,1.9,102,13,9
Jungle Ki Hasina,1969,120,5.0,0,1,5
Jiban Trishna,1957,140,7.7,32,8,2
Saayad 2,2017,120,8.3,7,8,11
Muqaddar,2017,174,5.0,0,8,3
Washing Machine,2021,120,5.0,0,21,14
Tezaab,1990,120,5.0,0,0,19
Aankhen,2002,165,7.4,12447,6824,5
Chilampu,1986,120,6.6,27,6819,9
Kya Baat Hain,1956,120,5.0,0,5,5
 Alif Laila,1997,120,7.3,6,210,19
Rita,2009,120,6.6,21,8,10
Dil-E-Nadan,1960,120,5.0,0,0,19
Priyatama,1978,120,6.7,48,5819,5
Coolie,1983,134,6.6,5,0,9
Kuselan,2008,165,4.7,890,589,5
Khuddar,2018,160,5.0,0,8,3
Viruthan Sanku,1968,135,6.5,6,0,9
Pyaar Vali Love Story,2014,133,5.9,59,8,10
Naaradhan,0,120,5.0,0,24,9
Sirithal Rasipen,2009,120,5.0,0,5,16
Hasino Ka Mela,1990,120,5.0,0,24,5
London Calling,2020,120,3.3,6,8,4
...Aur Pyaar Ho Gaya,1997,147,4.7,818,5815,5
Uttama Villain,2015,171,7.2,2759,58,17
Madan Mohan,1956,120,5.0,0,8,2
Onnam Manam Poomanam,1987,95,5.0,0,0,9
Aahuti,1992,120,5.0,0,8,10
Dancing City,1986,120,5.0,0,19,5
Subbaraju Gari Kutumbam,1998,129,5.0,0,8,17
Varafalam,1994,120,5.7,33,5,9
 Burka Avenger,2013,120,5.0,0,312,19
Baikunth,2021,72,9.2,6,9,5
Nodir Naam Modhumoti,1996,130,7.5,116,8,2
Poonthenaruvi Chuvannu,1991,120,5.0,0,0,9
PSPK Rana Movie,2022,120,5.0,0,1824,17
Hum Aapas Mein,2019,78,9.0,6,589,19
Doctor I Love You,2018,120,9.0,88,24,5
Xang Xang Klang,2010,70,5.0,0,8,5
Bamboo Boys,2002,120,3.9,86,5,9
Tu Chhe Ne,2019,120,5.0,0,8,4
Mighty Raju,2015,60,3.3,19,3120,16
Mitti,2001,155,5.5,26,18,5
Himmatwala,2012,120,5.0,0,215,3
Jalan,1955,120,5.0,0,0,19
Maine Pyaar Kyun Kiya,2005,145,5.5,4636,5819,5
Pihariye (Parental Abode),2020,120,5.0,0,2119,14
Junglee,1997,120,5.0,0,1,5
Shri Ranganeethulu,1983,120,5.8,19,5819,17
Godhraa,2019,120,5.0,0,8,6
The Tale of a Tiger,2015,137,5.0,0,5,10
Rojulu Marayi,2016,120,5.8,13,5,17
Paun Baran,1969,120,5.0,0,8,13
See You in Hell,2021,120,5.0,0,24,5
Mahakali,2015,120,5.0,0,8,6
Markyu,2019,98,5.0,0,8,11
Dil Ki Dhadkan,2000,120,5.0,0,819,5
La-Hasil,2005,120,8.0,9,8,19
Nath Ek Pratha,2015,137,6.2,25,1,5
Jungle Ki Chandni,1992,94,5.0,0,24,5
Kausalya Supraja Rama,2008,120,4.3,24,8,17
Dhanda,2012,120,5.0,0,8,11
Rangeela aur Munawar Zarif,1973,120,5.0,0,0,19
Thaneer Thaneer,1981,143,6.7,111,8,16
Wafaa,2008,120,3.7,75,81619,5
Pehla Aadmi,1950,120,7.5,6,812,5
Saiyan,1951,120,6.9,21,8919,5
Mandyada Hudugaru,2016,120,5.0,0,8,6
Paape Naa Pranam,1998,120,5.6,34,1,17
Sarocharu,2012,137,4.7,387,819,17
Naseeb,2019,176,5.0,0,8,3
Vithaiyadi Naanunakku,2016,99,5.0,0,68,16
Boli Bhanda,2020,120,5.0,0,2115,11
Abhimaan,1990,120,5.0,0,0,1
Swarajya,2011,120,5.0,0,1,10
Aamhi Sathpute,2008,120,3.8,21,5,10
Danger Love Story,2019,116,5.0,0,8,17
Sexy Durga,2017,85,6.0,432,81013,9
Mitin Mashi,2019,153,7.2,130,8,2
Bramhachari,2019,134,6.6,27,8,6
Bhakta Siriyala,1948,120,5.0,0,8,17
Sangdil,2016,120,5.0,0,8,19
Palanati Pulli,1984,115,5.0,0,8,17
Talash,2019,136,7.6,9,158,19
Dongodi Pelli,2006,120,5.0,0,0,17
Zulm Da Toofan,1986,120,5.0,0,0,13
Purab - The Man from the East,2007,151,5.0,0,8,3
Dobaara: See Your Evil,2017,106,3.8,319,1316,5
Yahan Sub Kushal Hai,1984,120,5.0,0,24,5
Passenger,2009,118,7.3,734,824,9
Sir Dhar Di Bazi,1972,120,5.0,0,0,13
Bharate,2014,94,5.6,72,8924,2
Pondicherry,0,120,5.0,0,8,10
Sayonee,2020,111,2.7,656,11519,5
Srirasthu Subhamasthu,1981,120,5.6,9,0,17
Kathe Chitrakathe Nirdeshana Puttanna,2016,138,6.3,26,513,6
Ananthu v/s Nusrath,2018,149,8.7,916,589,6
Nai Nabhannu La 2,2014,142,6.1,14,19,11
Swami Ayappa Shabarimalai,1993,118,5.0,0,1,5
Dhruva,1936,120,5.0,0,0,17
Penchina Prema,1963,120,5.0,0,8,17
Vetri Vizha,1989,142,6.8,288,1816,16
Dharma,1998,120,5.2,23,0,16
Reshma Aur Sultaan,2002,82,5.3,9,1,5
Sangamithra,0,120,5.0,0,1812,17
Nene Mukhya Mantri Naithe,2009,120,5.0,0,168,17
 Coke Studio,2008,120,5.0,0,14,19
Friction,2021,120,5.0,0,0,5
Bangaru Pichika,1968,145,6.4,8,89,17
Gnana Paravai,1991,120,5.0,0,0,16
Mojugara Mava Sogasugara Aliya,2020,120,5.0,0,8,6
Abhishapt,1988,120,5.0,0,0,5
Sat Guru Teri Oat,1974,120,5.0,0,8,13
Ek Gunah Aur Sahi,1968,120,5.0,0,24,5
Tulsi Vivah,1971,162,6.6,18,210,5
Gandada Kudi,2019,135,5.0,0,9,6
Onyo Opalaa,2015,120,5.0,0,8,2
Pet Pyaar Aur Paap,1984,128,6.3,30,89,5
Dayavittu Gamanisi,2017,131,7.8,77,58,6
Shesh Paryanta,1960,120,5.0,0,8,2
Ghulami,1945,120,5.0,0,0,5
Mi Chairman Boltoy,1986,120,5.0,0,8,10
Ananth Ram Untitled movie,0,120,5.0,0,8,16
Dmajor,2016,80,7.8,10,8,2
Savasagallu,1977,120,5.0,0,8,17
Khaidi No. 150,2017,142,6.0,3288,1819,17
Sherni,1973,120,5.0,0,1,13
 Coke Studio,2008,120,5.0,0,14,19
Suryakumari,1933,120,5.0,0,0,5
Rayalaseema Ramanna Chowdary,2000,164,6.4,439,18,17
Jarasandha,2011,140,5.0,0,1,6
Namte Namte,2013,124,6.5,30,8,2
Nache Nagin Gali Gali,1989,131,4.7,24,13,5
1967 Nil N S Krishnan,1967,71,5.0,0,0,16
Wasiyat,1997,118,5.0,0,8,13
Bandhavya,1971,150,5.0,0,15,6
Uzhaippaali,1993,156,6.3,346,1519,16
Rishta Kagaz Ka,1983,120,6.3,22,815,5
LIE,2017,145,5.9,853,124,17
Mr. Pavanayi 99.99,2019,110,5.0,0,5,9
Pardes,1970,120,5.0,0,1,5
Akhand Saubhagya,1950,120,5.0,0,0,4
Pudumai Penn,1983,143,6.8,30,8,16
Adanga Pasanga,2018,131,5.0,0,8,16
Oot Patang,1955,120,5.0,0,5,5
Shodha Mhanje Sapdel,1966,120,5.0,0,0,10
Matir Swarga,1982,120,5.0,0,8,2
Indhu,1994,120,5.5,13,8,16
Paagan,2012,120,4.6,7,5,16
Dharma Devathai,1986,137,5.0,0,1,16
Dil Mein Basakar Dekho,2002,120,5.0,0,19,5
Chhappan Churi,1934,120,5.0,0,0,5
Mafia Raaj,1998,120,3.4,14,1,5
Jun Jole Kopalot,2000,120,5.0,0,8,1
Swarnamukhi,1998,135,5.0,0,8,17
Bhabhipedia,2018,107,8.3,81,519,5
Oru Nimisham Tharu,1984,103,5.0,0,0,9
Oray Pandu,2005,120,2.0,11,19,17
 Alif Laila,1997,120,5.0,0,210,19
Insaaf Ki Devi,1992,120,3.1,24,1,5
Bhoomiyile Manohara Swakaryam,2020,134,6.0,33,819,9
Paigham,2013,40,5.0,0,0,19
Preet Janmo Janam Ni Bhulashe Nahi,2009,120,5.0,0,8,4
Shankar Oor Rajapalayam,0,120,5.0,0,8,16
Trikonam,2019,120,5.0,0,6,16
Excuse Me,2003,158,8.3,14,8,6
Kaadhal Munnetra Kazhagam,2019,112,2.5,6,19,16
Cineastas contra magnates,2005,97,7.3,147,74,9
Mazdoor,1945,120,5.0,0,0,5
V.I.P,1997,120,6.2,27,19,16
Hucchana Maduveli Undone Jana,2003,132,5.0,0,8,6
Tumi Aar Aami,1946,120,5.0,0,19,2
Bhalobashi Ajo,2017,120,5.0,0,8,2
Bikram Singha: The Lion Is Back,2012,130,5.9,52,1,2
Swattu,1980,120,5.0,0,0,9
Rustom-E-Baghdad,1963,120,5.8,6,12,5
Edakalla Guddada Mele,1973,120,8.1,50,0,6
Yedyanchi Jatra,2012,120,7.3,38,9,10
Kapal Kundala,1933,120,6.6,10,8,2
Rishi,1992,120,5.0,0,0,9
Nazrana Pyar Ka,1980,120,4.9,10,8,5
Soch,2021,120,5.0,0,24,9
Sabash Meena,1958,120,7.6,44,5,16
Kablar Biye,2017,108,5.0,0,58,2
Ennamo Nadakkudhu,2014,128,5.8,105,1624,16
Udayapuram Sulthan,1999,120,5.4,145,58,9
Sati Anusuya,1974,120,5.0,0,8,5
AK 47,2004,125,5.1,38,124,5
Kothanodi,2015,120,7.9,297,10,1
Mokssh,2013,100,4.8,13,815,5
Bazaar Band Karo,1974,120,5.0,0,0,5
Tower House,1999,140,5.0,0,13,5
Do Thug,1975,120,6.3,7,168,5
Jaana Na Dil Se Door....,2001,120,5.0,0,9,5
Mughal-E-Azam,1960,197,8.2,7409,81925,12
Godfather,1992,120,6.5,237,68,13
Golper Mayajaal,2021,120,5.0,0,8,2
Kirnay,2011,120,5.0,0,8,19
Sabbas Bangali,1998,120,5.0,0,8,2
Pengal Veettin Kanngal,1990,120,5.0,0,0,16
Homi Khan's Adventures in America,0,80,5.0,0,2,5
Peace,2021,120,5.0,0,568,9
Akarshan,1988,120,5.0,25,19,5
Tonite with HSY,2014,40,7.2,6,23,19
